Bucati,Lungime,Latime,Orientabila,Eticheta,L1,L2,l1,l2
1,600,550,0,j1.jos,1,,1,1
1,589,550,0,j1.lat,1,,,
1,589,550,0,j1.lat,1,,,
1,562,100,0,j1.leg1,1,1,,
1,562,100,0,j1.leg2,1,1,,
1,571,550,0,j1.sep.v,2,,,
1,129,550,0,j1.sep.h,2,,,
1,129,550,0,j1.sep.h,2,,,
1,129,550,0,j1.sep.h,2,,,
1,417,530,0,j1.pol,2,,,
